Period,Data Type,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284
2010-11,Historical Data,0.0,0.0,119677.07,0.0,89285.62,0.0,0.0,718325.83,91001.71,0.0,0.0,113196.6,168775.95,154825.32,87651.17,130562.27,141261.68,0.0,168156.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209732.05,86367.9,73056.1,0.0,0.0,0.0,0.0,0.0,314188.25,154631.31,248501.42,0.0,198406.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288192.68,0.0,0.0,71421.2,0.0,92069.64,157303.33,0.0,139822.68,0.0,303123.86,230964.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79938.93,208141.94,50949.0,0.0,0.0,74082.3,181572.21,156792.89,0.0,790129.96,130673.05,132071.47,0.0,0.0,0.0,0.0,0.0,135002.24,0.0,141443.3,0.0,154080.0,180976.29,0.0,0.0,0.0,113650.13,83465.79,0.0,277667.53,0.0,0.0,177550.06,237039.04,82818.22,109862.08,0.0,165739.66,0.0,168099.87,0.0,0.0,67682.35,0.0,0.0,283816.63,0.0,0.0,101482.86,0.0,177309.45,0.0,0.0,146866.36,0.0,0.0,140385.33,0.0,0.0,0.0,131294.48,0.0,76490.63,0.0,0.0,0.0,0.0,0.0,0.0,95823.02,0.0,231083.57,0.0,74258.06,250027.03,110713.95,0.0,0.0,0.0,0.0,132158.05,0.0,133366.56,28170.39,420498.89,0.0,0.0,0.0,0.0,203601.61,179607.08,189724.76,0.0,0.0,0.0,0.0,163552.16,102926.29,165003.45,537134.6,0.0,179470.56,118977.86,252787.06,0.0,0.0,202405.65,93014.37,0.0,79570.41,0.0,0.0,0.0,160092.26,106676.9,147071.77,279034.53,127355.16,0.0,0.0,292042.889,150724.37,0.0,0.0,0.0,0.0,0.0,176950.96,357272.17,78427.6,0.0,153905.79,214342.59,176814.0,0.0,0.0,0.0,0.0,148870.93,252562.46,280919.95,0.0,0.0,0.0,0.0,103185.54,0.0,0.0,212838.81,76013.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126187.76,0.0,61055.56,133927.9,67972.21,0.0,0.0,0.0,134803.35,34015.46,0.0,0.0,0.0,95918.9,0.0,0.0,119688.65,0.0,0.0,186827.17,212792.25,712979.96,0.0,179627.8,0.0,0.0,0.0,0.0,0.0,408357.55,0.0,0.0,210433.48,69308.84,0.0,186090.69,335338.04,148509.82,265007.66,0.0,0.0,113934.76,136995.95,0.0,144492.42,0.0,119677.07,0.0,271824.69,0.0,0.0,0.0,40266.43,118056.69,0.0,153178.91
2010-12,Historical Data,0.0,0.0,127926.87,0.0,63982.61,0.0,0.0,608731.12,72723.18,0.0,29170.65,122803.83,144650.02,130637.94,66102.2,135416.19,137755.42,0.0,0.0,0.0,230518.33,0.0,0.0,0.0,0.0,0.0,0.0,183217.69,63000.58,80697.01,0.0,0.0,0.0,0.0,0.0,237969.12,98437.63,239028.3,0.0,185025.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263416.62,0.0,0.0,117764.2,0.0,82949.22,92907.61,29056.67,115894.8,0.0,286927.15,276644.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163512.05,62067.0,0.0,0.0,55844.43,141150.3,108375.76,0.0,708900.51,72506.52,115011.21,0.0,0.0,0.0,30771.92,0.0,128856.95,0.0,107231.74,0.0,121597.0,0.0,0.0,0.0,0.0,74499.61,92201.58,0.0,253536.44,0.0,0.0,173390.4,214014.63,48011.37,86974.43,0.0,158075.62,0.0,165049.96,0.0,0.0,59831.71,0.0,0.0,182350.25,0.0,0.0,113339.82,0.0,194552.95,0.0,0.0,156579.7,0.0,0.0,129361.84,0.0,0.0,0.0,108242.94,0.0,69909.84,0.0,0.0,0.0,0.0,0.0,0.0,160152.16,0.0,214453.99,0.0,51576.3,234444.87,122658.61,0.0,0.0,0.0,0.0,0.0,77115.51,137681.79,16466.79,393210.6,0.0,0.0,0.0,0.0,186371.98,142271.61,155173.08,0.0,0.0,0.0,0.0,84411.07,86580.11,166815.94,621536.52,0.0,173377.91,116944.29,264841.34,0.0,0.0,148305.4,87529.37,0.0,61144.91,0.0,0.0,113008.1,141778.22,109424.37,144081.39,271222.21,123107.97,0.0,0.0,226509.64,119543.89,0.0,0.0,0.0,0.0,0.0,158958.92,305537.11,68126.22,0.0,177347.13,135156.14,166840.13,0.0,0.0,0.0,0.0,144716.83,217952.75,160737.33,0.0,0.0,0.0,0.0,88228.31,0.0,0.0,187128.88,74937.25,0.0,0.0,0.0,0.0,0.0,72422.28,0.0,0.0,0.0,0.0,0.0,99094.16,0.0,0.0,94103.8,79702.49,0.0,0.0,0.0,120739.6,30779.92,0.0,0.0,0.0,83851.88,0.0,0.0,87701.44,0.0,0.0,183056.96,190921.52,689141.7,0.0,0.0,88984.15,48134.81,0.0,0.0,0.0,354023.0,0.0,0.0,178673.5,54441.99,0.0,91919.98,0.0,168914.42,262427.79,0.0,0.0,63304.41,110715.08,0.0,112368.11,0.0,127926.87,0.0,194906.0,0.0,0.0,0.0,22075.44,105058.54,0.0,99162.91
2011-01,Historical Data,0.0,0.0,113196.01,0.0,72445.1,0.0,0.0,638279.96,76430.17,0.0,38471.8,105741.54,136972.93,162294.46,96481.23,0.0,135304.26,0.0,0.0,0.0,211556.97,0.0,0.0,0.0,0.0,0.0,0.0,182396.58,81906.25,76564.66,0.0,177825.38,0.0,0.0,0.0,268172.52,108678.74,0.0,0.0,159391.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311197.19,0.0,0.0,62878.5,0.0,85647.58,117981.94,30025.9,109917.08,0.0,286092.36,193670.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65843.18,179598.84,57649.5,0.0,135705.59,68694.02,173938.65,128662.92,0.0,695251.97,144371.59,131718.83,0.0,0.0,0.0,61578.94,0.0,150857.28,0.0,0.0,0.0,142060.0,179594.5,178108.52,0.0,0.0,110254.59,96523.9,0.0,223840.01,0.0,0.0,180573.59,227868.02,84771.52,112021.09,0.0,176334.49,0.0,121711.2,0.0,0.0,67380.52,0.0,0.0,261746.48,0.0,0.0,109701.95,0.0,167106.28,0.0,0.0,185312.5,0.0,0.0,127743.71,0.0,0.0,0.0,126531.03,0.0,78203.71,0.0,0.0,0.0,0.0,0.0,0.0,168865.62,0.0,258460.17,0.0,69063.51,220740.16,154427.51,0.0,0.0,0.0,0.0,137840.99,97678.75,0.0,19322.0,381955.32,0.0,0.0,0.0,177933.61,188750.4,151492.66,154598.7,0.0,0.0,0.0,0.0,155082.08,103224.06,138988.74,536790.19,0.0,154377.87,90559.39,247740.85,0.0,0.0,157897.34,84153.51,0.0,45158.82,0.0,0.0,133205.9,156514.8,97905.35,155890.16,273870.31,93190.48,0.0,0.0,229187.24,120112.42,0.0,0.0,0.0,0.0,0.0,161530.78,290632.13,63933.04,0.0,184885.3,138025.27,165021.03,0.0,0.0,0.0,0.0,128106.53,233575.34,215369.95,0.0,0.0,0.0,0.0,127730.12,0.0,0.0,206246.73,84971.78,0.0,0.0,0.0,0.0,0.0,98070.85,0.0,0.0,0.0,0.0,0.0,94290.12,0.0,74495.26,93246.88,71959.31,0.0,0.0,0.0,96956.84,25231.52,0.0,0.0,0.0,85900.17,0.0,0.0,120430.68,0.0,0.0,195755.59,208438.66,677674.78,0.0,265478.78,106401.828,51001.87,0.0,0.0,0.0,305613.6,0.0,202326.64,194099.7,63288.79,0.0,147979.7,0.0,146267.26,232626.56,0.0,0.0,102969.52,117057.52,0.0,136161.13,0.0,113196.01,0.0,171405.61,0.0,0.0,0.0,49782.15,117722.67,0.0,132007.4
2011-02,Historical Data,0.0,0.0,134047.46,0.0,53155.26,0.0,0.0,557673.06,58152.54,0.0,50955.56,106418.56,167435.63,112657.7,57362.98,115146.64,108694.96,0.0,97982.34,0.0,189164.32,0.0,0.0,0.0,0.0,0.0,0.0,212795.83,77004.89,58632.52,0.0,234008.07,0.0,0.0,0.0,263721.2,102833.06,149950.27,0.0,130679.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259120.22,0.0,0.0,63034.6,0.0,57770.76,110015.38,32167.54,115176.84,0.0,280995.61,187245.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60052.16,178961.38,83681.85,0.0,124331.25,64242.54,163297.68,120841.83,0.0,658927.55,109327.08,104356.05,0.0,0.0,0.0,54076.8,0.0,124016.11,0.0,0.0,0.0,133484.8,184240.43,196058.52,0.0,0.0,107285.56,104983.17,0.0,266963.91,0.0,0.0,169639.78,213260.05,82370.46,94607.53,0.0,153450.6,0.0,135835.72,0.0,205495.6,69733.72,0.0,0.0,272501.29,0.0,0.0,88317.82,0.0,136193.1,0.0,0.0,201622.2,0.0,0.0,134084.98,0.0,0.0,0.0,104342.69,0.0,61798.47,0.0,0.0,0.0,0.0,407910.99,0.0,146994.33,0.0,226523.68,0.0,70832.49,194479.87,101929.12,0.0,0.0,0.0,0.0,116706.17,91966.37,0.0,24747.96,324707.74,0.0,0.0,0.0,0.0,171056.8,153736.16,179060.0,0.0,0.0,0.0,0.0,142254.52,113150.43,119450.07,514904.62,0.0,143575.19,104154.01,253467.77,0.0,0.0,173970.57,79211.3,0.0,53232.47,0.0,0.0,109581.96,139742.52,121130.71,131206.03,221958.68,77394.23,0.0,0.0,195844.36,104364.49,0.0,0.0,0.0,0.0,0.0,139211.87,264237.2,85046.51,0.0,136890.58,166325.0,143952.25,0.0,0.0,0.0,0.0,120594.67,191467.81,208823.58,0.0,0.0,0.0,0.0,94202.68,0.0,0.0,195384.03,73122.98,0.0,0.0,0.0,0.0,0.0,84903.55,0.0,0.0,0.0,0.0,0.0,75621.9,0.0,68154.62,117715.6,58111.01,0.0,0.0,0.0,151915.04,35905.69,112591.62,0.0,0.0,72676.93,0.0,0.0,107362.24,0.0,0.0,148269.3,161048.26,727312.01,0.0,0.0,102828.2,57119.8,0.0,0.0,0.0,345001.21,0.0,187976.47,189418.86,67695.49,0.0,150732.92,0.0,99511.31,239502.61,0.0,0.0,88527.61,121915.93,0.0,83726.44,0.0,134047.46,0.0,191493.96,0.0,0.0,0.0,61880.86,117436.06,0.0,137110.94
2011-03,Historical Data,0.0,0.0,185338.06,0.0,86417.73,432788.9,0.0,721241.62,99698.07,0.0,47923.57,119445.18,184439.57,159697.27,83604.68,87246.24,129025.96,0.0,0.0,0.0,251559.79,0.0,0.0,0.0,0.0,0.0,0.0,252576.32,88765.28,100417.53,0.0,248269.56,0.0,0.0,0.0,306053.87,146339.48,281207.19,0.0,207824.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266054.57,0.0,0.0,81621.0,0.0,102332.73,155611.32,37669.68,144758.63,0.0,382618.06,250086.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72632.69,219235.84,84552.0,0.0,0.0,76337.91,190804.2,152955.38,0.0,798371.2,115447.09,142761.96,77724.05,32955.0,0.0,62796.6,0.0,162171.39,0.0,135697.81,0.0,134320.0,182287.37,263240.9,0.0,0.0,136335.25,95297.17,0.0,249904.73,0.0,0.0,222692.82,250568.83,91359.15,103035.68,0.0,155554.67,0.0,200272.81,0.0,0.0,74180.62,0.0,0.0,301397.6,0.0,0.0,114040.16,0.0,204285.84,0.0,0.0,234972.0,0.0,0.0,126342.08,0.0,0.0,0.0,122555.99,0.0,83003.61,0.0,0.0,0.0,0.0,556153.24,0.0,147455.07,0.0,203723.55,0.0,83858.26,249244.97,118595.14,0.0,0.0,0.0,0.0,152992.72,109148.72,0.0,35919.17,412602.22,0.0,0.0,0.0,0.0,231048.49,167926.93,224697.67,0.0,0.0,0.0,0.0,117702.64,99676.99,174044.22,612801.42,0.0,167249.75,121607.08,278092.94,0.0,0.0,180697.2,120726.69,0.0,78378.96,0.0,0.0,138688.99,184297.99,116730.02,110621.66,322674.77,135530.76,69409.23,0.0,283846.64,166162.58,0.0,0.0,0.0,0.0,0.0,174236.9,365564.8,65775.79,0.0,199652.58,168207.0,194878.75,0.0,0.0,0.0,0.0,154543.46,259222.72,234023.18,0.0,0.0,0.0,0.0,128046.32,0.0,0.0,224046.43,69996.93,0.0,0.0,0.0,0.0,0.0,113858.64,0.0,0.0,0.0,0.0,0.0,121528.57,0.0,0.0,112509.8,99004.38,0.0,0.0,0.0,129562.61,42730.89,123833.76,0.0,0.0,110880.21,0.0,0.0,114674.33,0.0,0.0,240524.87,230852.8,889197.0,0.0,0.0,91898.16,87271.0,0.0,0.0,0.0,428732.2,0.0,264296.71,224752.11,76701.59,0.0,131147.39,0.0,191361.92,259576.2,0.0,0.0,131339.97,149961.9,0.0,153499.73,0.0,185338.06,0.0,229385.58,0.0,0.0,0.0,53835.69,121115.63,0.0,177906.88
2011-04,Historical Data,0.0,0.0,152891.14,0.0,53033.03,429731.22,0.0,640722.44,75361.97,0.0,45870.75,114038.98,137388.19,173100.67,96992.04,0.0,154332.29,0.0,0.0,0.0,239131.35,0.0,0.0,0.0,0.0,0.0,0.0,234316.54,88816.5,83342.15,0.0,230580.78,0.0,0.0,0.0,228704.64,130935.42,259924.5,0.0,138905.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306370.61,0.0,15298.0,63180.0,0.0,79384.16,107818.64,29740.22,101708.98,0.0,325284.52,194339.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54451.72,170154.34,105361.0,0.0,0.0,63405.08,169567.33,169676.12,0.0,738128.64,152892.68,116112.36,77924.05,0.0,0.0,52206.75,0.0,144828.28,0.0,0.0,0.0,149831.0,201121.51,184408.6,0.0,0.0,93629.72,116570.54,0.0,241231.91,0.0,0.0,191818.68,245699.78,111809.88,88688.72,0.0,173252.44,0.0,180240.33,0.0,208711.0,59306.25,0.0,0.0,254018.33,0.0,0.0,94802.29,0.0,125963.39,0.0,0.0,176896.35,0.0,0.0,124017.87,0.0,0.0,0.0,91298.61,0.0,86614.05,0.0,0.0,0.0,0.0,327230.98,0.0,148051.68,0.0,278493.06,0.0,57447.36,179579.35,115145.74,0.0,0.0,0.0,0.0,129468.26,93296.04,0.0,30764.03,0.0,0.0,0.0,0.0,0.0,190834.61,168870.6,166444.85,0.0,0.0,0.0,0.0,159151.25,105155.22,167655.38,633830.39,0.0,148532.09,91452.98,258291.6,0.0,0.0,178280.41,87348.84,0.0,69316.3,0.0,0.0,126695.74,144641.03,127603.13,124893.99,261909.83,117562.86,59726.12,0.0,271863.16,104157.63,0.0,0.0,0.0,0.0,0.0,149782.77,321565.48,82772.66,0.0,148640.48,176846.58,165154.42,0.0,0.0,0.0,0.0,130174.52,228065.11,305435.75,0.0,0.0,0.0,0.0,99334.41,0.0,0.0,210880.62,95779.34,0.0,0.0,0.0,0.0,0.0,85502.21,0.0,0.0,0.0,0.0,0.0,112675.16,0.0,45560.33,114278.0,75595.72,0.0,0.0,0.0,116819.65,25525.89,119208.55,0.0,0.0,86752.0,0.0,0.0,115473.42,0.0,0.0,154402.63,196333.74,736544.37,0.0,0.0,83664.77,57703.66,0.0,0.0,0.0,250677.32,0.0,211559.53,224417.77,54692.39,0.0,139172.51,280423.36,134485.2,239763.18,0.0,0.0,111196.36,135321.32,0.0,97119.49,0.0,152891.14,0.0,142568.33,0.0,0.0,0.0,39678.96,95675.87,0.0,134653.51
2011-05,Historical Data,0.0,0.0,155816.91,0.0,80237.43,447965.39,0.0,722201.4,76258.11,0.0,47592.4,103831.73,174215.36,175909.07,76924.65,0.0,141691.08,0.0,0.0,0.0,240431.03,0.0,0.0,0.0,0.0,0.0,0.0,256862.59,79722.4,94064.1,0.0,216427.43,0.0,0.0,0.0,277477.58,95894.78,251467.87,0.0,186312.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341759.73,0.0,17739.0,68003.4,0.0,68313.98,139791.74,0.0,130010.22,0.0,322056.12,224359.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201000.58,78338.0,0.0,0.0,72517.65,174146.67,126149.0,0.0,767560.67,144005.79,149023.62,89135.83,0.0,0.0,55571.37,0.0,154125.03,0.0,0.0,0.0,133255.0,214004.34,216336.45,0.0,0.0,116851.5,104619.73,0.0,294354.24,0.0,0.0,173694.64,292357.46,102274.7,101685.18,0.0,182198.26,0.0,170125.95,0.0,0.0,65865.42,0.0,0.0,267824.85,59009.9,0.0,95696.23,0.0,194702.48,0.0,0.0,0.0,0.0,0.0,124211.43,0.0,0.0,0.0,129615.94,0.0,91200.76,0.0,0.0,0.0,0.0,460671.01,0.0,174694.16,0.0,242949.9,0.0,72603.14,240476.78,162387.57,0.0,0.0,0.0,0.0,154828.41,93762.5,156925.7,47065.72,389653.57,0.0,0.0,0.0,205522.6,204867.15,183237.04,182127.21,0.0,0.0,0.0,0.0,143179.02,125529.43,179179.53,559535.39,0.0,171737.41,143965.71,300194.95,0.0,0.0,191503.34,99315.39,0.0,71123.43,0.0,0.0,124306.89,168445.51,80266.4,91788.94,282463.35,99298.5,0.0,0.0,261713.44,94186.2,0.0,0.0,0.0,0.0,0.0,162992.11,315467.86,76517.91,30710.77,186931.63,161261.5,193394.72,0.0,0.0,0.0,0.0,142572.76,232823.24,215795.14,0.0,0.0,0.0,0.0,130305.65,0.0,0.0,236308.7,86390.71,0.0,0.0,0.0,0.0,0.0,81504.28,0.0,0.0,0.0,0.0,0.0,117712.24,0.0,0.0,127510.7,75613.07,0.0,0.0,0.0,124137.17,30295.98,128788.03,0.0,0.0,105010.95,0.0,0.0,110705.08,0.0,0.0,197957.9,232015.75,831321.59,0.0,236098.86,96644.18,63639.86,0.0,0.0,0.0,379161.31,0.0,233242.17,259777.0,68926.73,0.0,155214.28,338651.34,146574.67,304853.0,0.0,0.0,118046.59,151886.46,0.0,151666.14,0.0,155816.91,0.0,104059.28,0.0,0.0,0.0,37191.2,133982.94,0.0,182694.59
2011-06,Historical Data,0.0,0.0,173812.97,0.0,84147.96,444671.69,0.0,720659.11,87828.02,0.0,39417.75,111110.42,150639.38,180167.25,99593.83,133217.08,144280.96,0.0,170656.86,0.0,255908.67,0.0,0.0,0.0,0.0,0.0,0.0,252089.55,92900.46,109620.5,0.0,257653.61,0.0,0.0,0.0,296714.68,130858.75,276707.5,0.0,200134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306160.54,0.0,13983.12,81945.36,0.0,69093.97,137039.53,0.0,139039.91,0.0,314583.28,221064.07,0.0,0.0,0.0,0.0,116858.68,0.0,0.0,0.0,58806.46,206901.04,95724.0,0.0,0.0,71428.22,177241.92,145095.33,0.0,717781.45,146892.4,133831.37,85563.27,0.0,0.0,67105.85,0.0,169361.09,0.0,0.0,0.0,145625.0,211895.18,311215.43,0.0,0.0,112156.64,111259.55,0.0,302677.95,0.0,0.0,199125.74,277133.15,113952.52,105891.82,0.0,200648.06,0.0,190381.67,0.0,223942.99,83540.46,0.0,0.0,301035.9,71865.35,0.0,111229.87,0.0,168980.97,0.0,0.0,219724.0,0.0,0.0,154692.63,0.0,0.0,0.0,138200.3,0.0,82472.68,0.0,0.0,0.0,0.0,452348.01,0.0,110629.04,0.0,175378.42,0.0,88997.74,256171.45,125484.46,0.0,0.0,0.0,0.0,142539.85,87035.31,161738.37,28094.54,0.0,0.0,0.0,0.0,0.0,221488.87,188320.74,179430.64,0.0,0.0,0.0,0.0,137278.08,109986.65,142615.88,596275.27,0.0,174493.18,147542.96,267975.74,0.0,0.0,196950.15,82494.91,0.0,74028.48,0.0,0.0,127601.36,164053.9,149665.86,148600.92,286443.75,142892.64,0.0,10073.89,278789.21,122530.13,0.0,0.0,0.0,0.0,0.0,175564.36,333512.54,84734.55,52674.43,215045.46,165283.5,189203.77,0.0,0.0,0.0,0.0,134900.83,285465.83,200931.94,0.0,0.0,0.0,0.0,122653.1,0.0,0.0,228796.92,76319.79,0.0,0.0,0.0,0.0,0.0,104907.56,0.0,0.0,0.0,0.0,0.0,173939.81,0.0,73606.57,105257.6,72900.49,0.0,0.0,0.0,134861.66,26098.0,143145.86,0.0,0.0,126555.87,0.0,0.0,138343.59,0.0,0.0,213376.0,247715.44,842629.88,0.0,0.0,91279.23,81892.64,0.0,0.0,0.0,419852.39,0.0,236370.07,221132.15,59588.18,0.0,166641.65,332959.21,176469.34,263117.02,0.0,0.0,91409.22,144272.61,0.0,149872.01,0.0,173812.97,0.0,163180.91,0.0,0.0,0.0,27937.48,102203.9,0.0,159933.83
2011-07,Historical Data,0.0,0.0,102712.9,0.0,62182.83,340124.37,0.0,571185.1,41664.84,0.0,36814.0,82030.33,148090.2,163474.33,56754.9,133875.55,127452.62,0.0,124900.41,0.0,212239.43,0.0,0.0,0.0,0.0,0.0,0.0,208469.39,70925.16,65329.53,0.0,203764.38,0.0,0.0,0.0,248301.67,129164.06,231421.89,0.0,182129.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215646.84,0.0,10411.0,66682.0,0.0,70557.84,107348.56,35205.53,93343.81,0.0,255098.56,186861.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45287.45,183285.27,67099.0,0.0,0.0,45563.35,114113.28,111791.0,0.0,602125.16,90295.75,123268.48,66664.55,0.0,0.0,58189.45,0.0,136143.46,0.0,0.0,0.0,129665.0,149698.3,179371.17,0.0,1360.0,91105.4,93092.73,0.0,218747.58,0.0,0.0,150617.51,186753.4,65677.59,80035.8,0.0,113971.7,0.0,133817.12,0.0,0.0,69306.6,0.0,0.0,188016.88,29793.95,0.0,50192.76,0.0,128600.58,0.0,0.0,0.0,0.0,0.0,126169.58,0.0,0.0,0.0,97494.43,0.0,85495.06,0.0,0.0,0.0,0.0,333993.52,0.0,128308.64,0.0,158587.26,0.0,51877.93,229266.75,124203.72,0.0,0.0,0.0,0.0,108461.48,85715.61,140153.73,23869.34,0.0,0.0,0.0,0.0,0.0,169547.12,154779.47,164409.58,0.0,0.0,0.0,0.0,167391.52,100247.26,101512.1,389823.31,0.0,143158.7,77975.07,229288.43,0.0,0.0,97569.44,65324.91,0.0,52655.17,0.0,0.0,118098.54,130848.21,111835.27,134875.91,166306.46,93458.78,0.0,29104.19,214557.78,123948.45,0.0,0.0,0.0,0.0,0.0,129830.27,277830.37,38257.72,53213.08,123733.85,102482.7,136836.49,0.0,0.0,0.0,0.0,138196.95,225426.53,249145.36,0.0,0.0,0.0,0.0,73555.53,0.0,0.0,150437.63,62221.94,0.0,0.0,0.0,0.0,0.0,69920.96,0.0,0.0,0.0,1210.0,0.0,81669.75,0.0,54958.3,125651.7,64053.79,0.0,0.0,0.0,111395.54,30098.43,106089.21,0.0,0.0,91338.37,0.0,0.0,108209.53,0.0,0.0,126940.15,181542.76,787215.7,0.0,0.0,90097.06,70564.82,0.0,0.0,0.0,303796.25,0.0,200148.21,222491.45,49581.88,0.0,142352.05,243987.19,133769.15,229971.74,0.0,0.0,89776.59,75871.04,0.0,75692.57,0.0,102712.9,0.0,132571.22,0.0,0.0,0.0,33083.53,86652.51,0.0,90821.03
2011-08,Historical Data,0.0,0.0,167029.76,0.0,61113.73,465532.94,0.0,601846.04,89818.65,0.0,0.0,123616.51,161142.35,146593.76,74116.68,136434.09,146781.83,0.0,0.0,0.0,222699.61,0.0,0.0,0.0,0.0,0.0,70753.67,229513.12,89414.58,75184.89,0.0,207605.25,0.0,0.0,0.0,269961.79,134158.04,294064.38,0.0,200940.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205540.09,0.0,0.0,60470.4,0.0,69219.07,132485.48,51955.41,83776.96,0.0,259669.78,190494.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57272.18,204847.13,63176.0,0.0,0.0,86143.8,168002.25,170125.18,0.0,761618.09,116911.17,0.0,99774.23,14492.0,0.0,60440.96,0.0,140854.17,0.0,0.0,0.0,117915.0,203766.99,198268.42,0.0,0.0,104610.35,96527.21,0.0,218554.72,0.0,0.0,176215.01,303261.79,83939.76,78956.31,0.0,140214.79,0.0,162056.81,0.0,285545.83,0.0,0.0,0.0,225505.45,57722.3,0.0,83062.15,0.0,164361.48,0.0,0.0,274853.8,0.0,0.0,129638.97,0.0,0.0,0.0,112370.4,0.0,85913.57,0.0,0.0,0.0,0.0,374903.41,0.0,159166.71,0.0,245038.7,0.0,78189.68,235470.41,119328.06,0.0,0.0,0.0,0.0,128764.4,86660.96,0.0,80216.3,0.0,0.0,0.0,0.0,0.0,227249.99,148739.31,193148.98,261.4,0.0,0.0,0.0,104797.42,112740.04,118484.56,548153.2,0.0,143567.36,139247.86,248666.78,0.0,0.0,242007.05,89930.37,0.0,73353.83,0.0,0.0,121678.16,164180.51,119035.7,149374.94,275506.42,100644.66,0.0,46864.14,227871.53,138110.52,0.0,0.0,0.0,0.0,0.0,122968.57,317313.81,83881.16,59279.08,175619.83,173698.98,186768.3,0.0,0.0,0.0,0.0,137373.28,290789.18,248973.8,0.0,0.0,0.0,0.0,108037.34,0.0,0.0,240801.85,86631.81,0.0,0.0,0.0,0.0,0.0,69393.84,0.0,0.0,0.0,0.0,0.0,160347.89,0.0,0.0,125898.95,70040.51,0.0,0.0,0.0,99085.15,31200.7,121441.35,0.0,0.0,92550.11,0.0,0.0,66667.11,0.0,0.0,224363.4,165559.24,749375.37,0.0,0.0,97378.15,65101.95,0.0,0.0,0.0,356734.93,0.0,243893.4,258484.24,0.0,0.0,105958.99,0.0,150547.19,238764.45,0.0,0.0,107883.35,90048.12,0.0,120082.27,0.0,167029.76,0.0,216716.55,0.0,0.0,0.0,32668.66,98798.04,0.0,149863.33
